date,nav,cash,global_peak,warning_cap,funded_budget,actual_risk,requested_risk,original_target_error,changed_units,target_l1_change,protective,reason
2023-02-15,2232680.3795621633,556944.37095696002,2270946.6606277204,1,223268.03795621634,190989.28715398628,190291.27834884709,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-02-16,2163175.4055407587,560485.23301549,2270946.6606277204,1,216317.54055407588,121174.79493248963,120906.73540054116,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-02-17,2099451.6073325397,560485.23301549,2270946.6606277204,1,209945.16073325399,57450.996724270437,57368.933865540574,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-02-20,2156970.7893159515,563813.52298888995,2270946.6606277204,1,215697.07893159517,114894.28318899599,114718.37988042072,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-02-21,2151564.9000320886,567221.65224308998,2270946.6606277204,1,215156.49000320886,109324.3613423577,109324.3613423577,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-22,2121124.6042311266,567221.65224308998,2270946.6606277204,1,212112.46042311267,78884.065541395685,78884.065541395685,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-23,2116507.8150553089,567221.65224308998,2270946.6606277204,1,211650.7815055309,74267.276365578,74267.276365578,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-24,2239754.474206131,567221.65224308998,2270946.6606277204,1,223975.44742061311,197513.93551639959,197513.93551639959,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-27,2189552.1784745059,567221.65224308998,2270946.6606277204,1,218955.21784745061,147311.63978477503,147311.63978477503,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-02-28,2206752.0005405056,567221.65224308998,2270946.6606277204,1,220675.20005405057,164511.46185077442,164511.46185077442,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-01,2249745.4877533903,567221.65224308998,2270946.6606277204,1,224974.54877533903,207504.94906365921,207504.94906365921,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-02,2340462.0412080288,567221.65224308998,2340462.0412080288,1,234046.2041208029,298221.50251829793,233233.96553176374,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-03,2230972.8210455147,934649.84865068994,2340462.0412080288,1,223097.28210455147,136877.59841746269,136096.73246213098,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-06,2220706.5185330077,934649.84865068994,2340462.0412080288,1,222070.65185330078,126611.29590495572,125549.04423331337,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-07,2167854.0708347121,938168.75490699988,2340462.0412080288,1,216785.40708347122,66318.492722257564,65939.20476485668,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-08,2187343.1736506345,941606.82389149989,2340462.0412080288,1,218734.31736506347,85664.791823408013,84866.670321110461,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-09,2187676.1632856056,949456.01314019994,2340462.0412080288,1,218767.61632856057,81720.530664827209,81270.671183052182,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-10,2173169.6834864127,949456.01314019994,2340462.0412080288,1,217316.9683486413,33442.842265512692,33238.461216253752,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-13,2212082.212508454,949456.01314019994,2340462.0412080288,1,221208.22125084541,72355.371287553819,71526.352033037998,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-14,2159019.6667741602,956889.03009278001,2340462.0412080288,1,215901.96667741603,24775.626335629717,24627.550004268771,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-15,2105110.1008717427,964162.36848375993,2340462.0412080288,1,185931.2270811589,22818.95464775966,0,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.088323754|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-16,2092444.7993879016,2092444.7993879016,2340462.0412080288,1,173265.92559731775,0,0,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.082805494|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-17,2092444.7993879016,2092444.7993879016,2340462.0412080288,1,173265.92559731775,0,0,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.082805494|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-20,2092444.7993879016,2092444.7993879016,2340462.0412080288,1,173265.92559731775,0,0,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.082805494|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-03-21,2092444.7993879016,2092444.7993879016,2340462.0412080288,1,173265.92559731775,0,173265.92559731775,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.082805494|ENTRY_WARNING_CAP_1|CASH_FUNDED_SUPPORT_RISK
2023-03-22,2304197.5777398264,695190.1115989415,2340462.0412080288,1,230419.75777398265,253246.16383741063,229780.8027814019,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-23,2375090.6962155364,838496.68651400157,2375090.6962155364,1,237509.06962155364,248866.70576473282,236772.484278502,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-24,2375633.0883493386,903541.14950643166,2375633.0883493386,1,237563.30883493388,227078.34790305526,225606.38681183063,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-27,2483295.0288163521,903541.14950643166,2483295.0288163521,1,248329.50288163521,233976.46942913329,231929.58075481601,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-28,2448323.0775264441,907728.70973944163,2483295.0288163521,1,244832.30775264441,198533.31336580397,197404.23751145948,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-29,2541556.0672459542,912414.26748644165,2541556.0672459542,1,254155.60672459542,248148.90980166104,246007.00057644062,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-30,2544150.062339446,916845.33752589161,2544150.062339446,1,254415.00623394462,243557.34017014946,242147.01066528939,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-03-31,2660275.8860212266,916845.33752589161,2660275.8860212266,1,266027.58860212268,287827.03547302249,264877.29462564504,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-03,2999521.6828728467,1060754.5481619916,2999521.6828728467,1,299952.16828728467,310972.44630260294,298708.8851118348,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-04,3097550.9793197885,1132466.1899717515,3097550.9793197885,1,309755.09793197887,308748.10830973985,306637.44285365008,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-06,3249716.878503683,1132466.1899717515,3249716.878503683,1,324971.68785036833,360707.73380570143,324440.28029582783,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-07,3355128.1722301506,1343947.4274413516,3355128.1722301506,1,335512.81722301507,339945.45181769342,335207.11865348736,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-10,3352804.4241106948,1365693.1982030515,3355128.1722301506,1,335280.44241106953,321526.03853931162,319485.61413258035,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-11,3355819.7524078572,1371875.7424650514,3355819.7524078572,1,335581.97524078574,323699.78335973568,320434.02772751939,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-12,3338377.1037342115,1378927.5368967613,3355819.7524078572,1,333837.7103734212,305181.78094466374,302234.68025428901,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-13,3211560.1658111662,1392128.9418871414,3355819.7524078572,1,321156.01658111665,176485.44013287852,175391.31984072362,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-14,3346401.9671699181,1404681.6527210213,3355819.7524078572,1,334640.19671699184,310137.60674645856,308397.89641829784,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-17,3270762.6091207941,1404681.6527210213,3355819.7524078572,1,327076.26091207942,234498.24869733411,233230.20193156882,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-18,3556674.9312424203,1417425.9778288212,3556674.9312424203,1,355667.49312424206,451068.72258030786,353958.57619359612,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-19,3500881.3351862109,1877915.4970391411,3556674.9312424203,1,350088.13351862109,298033.59253483906,295485.31871414051,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-20,3635521.8581468975,1892265.5896820312,3635521.8581468975,1,363552.18581468979,391756.20313526801,361155.26776050782,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-21,3483022.2848753468,2008911.5203886312,3635521.8581468975,1,348302.22848753468,216244.05915712068,214183.49122146293,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-24,3543744.7748927656,2015295.6588346511,3635521.8581468975,1,354374.47748927656,276027.86219230975,272024.71176480205,0,False,0,True,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-25,3440523.7477573804,2022976.1876026611,3635521.8581468975,1,344052.37477573805,171585.87804584156,169989.91491682734,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-26,3395804.8795111342,2030556.9172696711,3635521.8581468975,1,339580.48795111343,125749.11372187622,124490.02251552625,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-27,3247503.7725338824,2030556.9172696711,3635521.8581468975,1,266375.84885342605,30330.522177438586,10651.471317251093,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.0820248|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-04-28,3293792.3226992404,3032477.527700969,3635521.8581468975,1,312664.39901878405,26455.077178768221,25222.601575630426,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.094925353|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-05-04,3262325.7969697504,3038401.5922913789,3635521.8581468975,1,281197.87328929408,4478.484093567432,0,0,False,0,True,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.086195521|ENTRY_WARNING_CAP_1|PROTECTIVE_INVENTORY_PENDING
2023-05-05,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-08,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-09,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-10,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-11,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-12,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,BROAD_TREND_BREAKDOWN|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-15,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-16,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-17,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,0,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|RETAIN_ACTUAL_UNITS
2023-05-18,3264784.85221759,3264784.85221759,3635521.8581468975,0.25,283656.92853713362,0,35457.116067141702,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.086883804|ENTRY_WARNING_CAP_0.25|CASH_FUNDED_SUPPORT_RISK
2023-05-19,3261317.2682374348,3139814.5553862099,3635521.8581468975,0.5,280189.34455697844,28280.75540345821,28280.75540345821,0,False,0,False,CONFIRMED_RECOVERY|FUNDED_STOP_RISK_BUDGET_0.085912937|ENTRY_WARNING_CAP_0.5|RETAIN_ACTUAL_UNITS
2023-05-22,3256390.2420907007,3139814.5553862099,3635521.8581468975,0.5,275262.3184102443,23353.729256724295,23353.729256724295,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.084529893|ENTRY_WARNING_CAP_0.5|RETAIN_ACTUAL_UNITS
2023-05-23,3252768.9715425498,3139814.5553862099,3635521.8581468975,0.5,271641.04786209343,19732.458708573478,19732.458708573478,0,False,0,False,RECOVERY_WAIT|FUNDED_STOP_RISK_BUDGET_0.08351071|ENTRY_WARNING_CAP_0.5|RETAIN_ACTUAL_UNITS
2023-05-24,3253402.178705134,3139814.5553862099,3635521.8581468975,1,272274.25502467761,20365.665871157533,20365.665871157533,0,False,0,False,CONFIRMED_RECOVERY|FUNDED_STOP_RISK_BUDGET_0.083689086|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-05-25,3260818.9454408446,3139814.5553862099,3635521.8581468975,1,279691.02176038828,27782.43260686838,27782.43260686838,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.085773245|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-05-26,3258490.316733472,3139814.5553862099,3635521.8581468975,1,277362.39305301569,25453.803899495673,25453.803899495673,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.085119907|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-05-29,3264614.4416284049,3139814.5553862099,3635521.8581468975,1,283486.51794794854,31577.928794428441,283486.51794794854,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.08683614|ENTRY_WARNING_CAP_1|CASH_FUNDED_SUPPORT_RISK
2023-05-30,3390026.4969673036,2121407.7134337099,3635521.8581468975,1,339002.64969673037,313349.19027064217,339002.64969673037,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|CASH_FUNDED_SUPPORT_RISK
2023-05-31,3370804.8235590509,2021337.7580082701,3635521.8581468975,1,337080.48235590511,304670.49268593622,304670.49268593622,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-06-01,3376255.2064464632,2021337.7580082701,3635521.8581468975,1,337625.52064464637,307725.83714952,307725.83714952,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-06-02,3356642.7102584285,2021337.7580082701,3635521.8581468975,1,335664.27102584287,282549.13558562536,282549.13558562536,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-06-05,3411726.9831218803,2021337.7580082701,3635521.8581468975,1,341172.69831218803,316195.81033956056,316195.81033956056,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-06-06,3372492.5516931508,2021337.7580082701,3635521.8581468975,1,337249.25516931509,276888.72607161431,276888.72607161431,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-06-07,3383055.7008503466,2021337.7580082701,3635521.8581468975,1,338305.57008503471,278540.62870835344,278540.62870835344,0,False,0,False,TREND_OPEN|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
2023-06-08,3361015.6569175115,2021337.7580082701,3635521.8581468975,1,336101.5656917512,256500.5847755181,256500.5847755181,0,False,0,False,MARKET_WEAK_WARNING|FUNDED_STOP_RISK_BUDGET_0.1|ENTRY_WARNING_CAP_1|RETAIN_ACTUAL_UNITS
