date,symbol,actual_units,weight,economic_target,declared_units,stop,close,stop_broken,price_exit,ready,entry,score,cap,cash_fraction,reason
2023-01-09,sz300394,0,0,,0,0,7.6600000000000001,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-09,sz300502,0,0,,0,0,8.0269999999999992,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-10,sh603986,0,0,,0,0,104.67,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-10,sh688008,0,0,,0,0,61.893000000000001,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-10,sz300308,0,0,,0,0,17.940000000000001,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-10,sz300394,0,0,,0,0,7.649,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-10,sz300502,0,0,,0,0,8.0020000000000007,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-11,sh603986,0,0,,0,0,105.39,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-11,sh688008,0,0,,0,0,62.162999999999997,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-11,sz300308,0,0,,0,0,17.731000000000002,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-11,sz300394,0,0,,0,0,7.5940000000000003,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-11,sz300502,0,0,,0,0,7.867,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-12,sh603986,0,0,,0,0,104.62,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-12,sh688008,0,0,,0,0,61.863,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-12,sz300308,0,0,,0,0,17.838999999999999,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-12,sz300394,0,0,,0,0,7.6310000000000002,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-12,sz300502,0,0,,0,0,7.9249999999999998,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-13,sh603986,0,0,,0,0,106.72,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-13,sh688008,0,0,,0,0,59.933,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-13,sz300308,0,0,,0,0,17.631,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-13,sz300394,0,0,,0,0,7.5389999999999997,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-13,sz300502,0,0,,0,0,7.867,False,False,False,False,,0,1,WARMUP_OR_NO_FRESH_QUOTES|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-16,sh603986,0,0,,0,0,113.31,False,False,False,False,,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-16,sh688008,0,0,,0,0,59.933,False,False,False,False,,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-16,sz300308,0,0,,0,0,17.911000000000001,False,False,False,False,,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-16,sz300394,0,0,,0,0,7.7430000000000003,False,False,False,False,,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-16,sz300502,0,0,,0,0,8.0779999999999994,False,False,False,False,,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-17,sh603986,0,0,,0,0,118.3,False,False,False,True,0.99228512432371418,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-17,sh688008,0,0,,0,0,60.573,False,True,False,False,-0.058765087192477215,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-17,sz300308,0,0,,0,0,17.989999999999998,False,False,False,False,0.0078087195473036681,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-17,sz300394,0,0,,0,0,7.7000000000000002,False,False,False,False,0.093069324315226201,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-17,sz300502,0,0,,0,0,8.1039999999999992,False,False,False,False,0.19498848795008553,0,1,RECOVERY_WAIT|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-18,sh603986,0,0,,0,0,114.98,False,False,False,False,0.84224356175086634,0.5,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-18,sh688008,0,0,,0,0,60.573,False,True,False,False,-0.076661891964282136,0.5,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-18,sz300308,0,0,,0,0,18.263000000000002,False,False,False,False,0.12865088733072019,0.5,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-18,sz300394,0,0,,0,0,7.8600000000000003,False,False,False,False,0.22399112296023577,0.5,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-18,sz300502,0,0,,0,0,8.1509999999999998,False,False,False,True,0.23846390996840602,0.5,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-19,sh603986,0,0,,0,0,117.12,False,False,False,True,0.93404398631411012,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-19,sh688008,0,0,,0,0,61.402999999999999,False,True,False,False,-0.017484287785697373,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-19,sz300308,0,0,,0,0,18.378,False,False,False,False,0.19091207134040689,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-19,sz300394,0,0,,0,0,7.9580000000000002,False,False,False,False,0.32629888488772929,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-19,sz300502,0,0,,0,0,8.1950000000000003,False,False,False,True,0.27031162542043108,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-20,sh603986,0,0,,0,0,120.92,False,False,False,True,1.1362400266126254,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-20,sh688008,0,0,,0,0,63.082999999999998,False,False,False,False,0.23639748560077714,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-20,sz300308,0,0,,0,0,18.471,False,False,False,False,0.26877737798939483,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-20,sz300394,0,0,,0,0,8.0129999999999999,False,False,False,False,0.4317861546210095,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-20,sz300502,0,0,,0,0,8.2609999999999992,False,False,False,True,0.33124392853861201,0.5,1,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-30,sh603986,0,0,,0,0,119.54000000000001,False,False,False,True,1.002708354547412,1,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-30,sh688008,0,0,,0,0,58.273000000000003,False,True,False,False,-0.30304732995038697,1,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-30,sz300308,0,0,,0,0,18.414000000000001,False,False,False,False,0.26237020564011349,1,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-30,sz300394,0,0,,0,0,8.0640000000000001,False,False,False,True,0.51979194208861368,1,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-30,sz300502,0,0,,0,0,8.3190000000000008,False,False,False,True,0.43356398516003403,1,1,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-31,sh603986,0,0,,0,0,112.84,False,False,False,False,0.54749137693962968,1,1,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-31,sh688008,0,0,,0,0,53.843000000000004,False,True,False,False,-0.68904773400218122,1,1,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-31,sz300308,0,0,,0,0,18.550000000000001,False,False,False,True,0.33400592937482276,1,1,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-31,sz300394,0,0,,0,0,8.4429999999999996,False,False,False,True,0.78962064273722721,1,1,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-01-31,sz300502,0,0,,0,0,8.093,False,False,False,True,0.15292802498865019,1,1,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-01,sh603986,0,0,,0,0,113.29000000000001,False,False,False,False,0.56161336235965365,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-01,sh688008,0,0,,0,0,54.813000000000002,False,True,False,False,-0.5897641007863399,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-01,sz300308,0,0,,0,0,19.074999999999999,False,False,False,True,0.61190084008675738,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-01,sz300394,0,0,,0,0,8.4649999999999999,False,False,False,True,0.8399008333246949,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-01,sz300502,0,0,,0,0,8.3300000000000001,False,False,False,True,0.41152846191642539,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-02,sh603986,0,0,,0,0,115.38,False,False,False,False,0.6726362627029181,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-02,sh688008,0,0,,0,0,54.963000000000001,False,True,False,False,-0.56833129407349081,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-02,sz300308,0,0,,0,0,19.449000000000002,False,False,False,True,0.76883522924505832,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-02,sz300394,0,0,,0,0,8.7970000000000006,False,False,False,True,1.0746028012078106,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-02,sz300502,0,0,,0,0,8.4570000000000007,False,False,False,True,0.51835383483729969,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-03,sh603986,0,0,,0,0,115.81,False,False,False,False,0.67241400170129972,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-03,sh688008,0,0,,0,0,54.942999999999998,False,True,False,False,-0.54081924329482445,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-03,sz300308,0,0,,0,0,20.318000000000001,False,False,False,True,1.0988565091460802,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-03,sz300394,0,0,,0,0,9.6679999999999993,False,False,False,True,1.4137001516608505,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-03,sz300502,0,0,,0,0,8.5489999999999995,False,False,False,True,0.63225510868909485,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-06,sh603986,0,0,,0,0,112.68000000000001,False,False,False,False,0.48353641000069603,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-06,sh688008,0,0,,0,0,55.313000000000002,False,True,False,False,-0.50349330367747991,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-06,sz300308,0,0,,0,0,20.663,False,False,False,True,1.2171225163480892,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-06,sz300394,0,0,,0,0,9.8859999999999992,False,False,False,True,1.512942331078414,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-06,sz300502,0,0,,0,0,8.8580000000000005,False,False,False,True,0.84337522834770817,1,1,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-07,sh603986,0,0,,0,0,111.78,False,False,True,False,0.41545060713926663,1,1,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-07,sh688008,0,0,,0,0,55.313000000000002,False,True,True,False,-0.5177470971261412,1,1,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-07,sz300308,0,0,,27425.910213410723,0,21.949000000000002,False,False,True,True,1.4488440625395964,1,1,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-07,sz300394,0,0,,85153.489164218481,0,10.545999999999999,False,False,True,True,1.8837306065824229,1,1,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-07,sz300502,0,0,,0,0,9.4809999999999999,False,False,True,True,1.121929308980985,1,1,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-08,sh603986,0,0,,0,0,111.37,False,False,True,False,0.43844484288932567,1,0.25478329320029847,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-08,sh688008,0,0,,0,0,55.563000000000002,False,True,True,False,-0.4926676485915325,1,0.25478329320029847,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-08,sz300308,27402.484024840247,0.30445588776285754,,27402.484024840247,20.291500000000003,21.423999999999999,False,False,True,True,1.1318815353316889,1,0.25478329320029847,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-08,sz300394,84905.342789598129,0.44076081903684405,,84905.342789598129,9.3716499999999989,10.01,False,False,True,True,1.3590778137205091,1,0.25478329320029847,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-08,sz300502,0,0,,0,0,9.3469999999999995,False,False,True,True,0.99129756858456997,1,0.25478329320029847,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-09,sh603986,0,0,,0,0,116.37,False,False,True,False,0.65325296562793889,1,0.23655044740598927,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-09,sh688008,0,0,,0,0,59.393000000000001,False,False,True,False,-0.13857866000250124,1,0.23655044740598927,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-09,sz300308,27402.484024840247,0.30239340070601695,,27402.484024840247,20.8337,22.919,False,False,True,True,1.4308212716157407,1,0.23655044740598927,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-09,sz300394,84905.342789598129,0.46105615188799387,,84905.342789598129,9.7052499999999995,11.278,False,False,True,True,1.7391721234821864,1,0.23655044740598927,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-09,sz300502,0,0,,0,0,10.593,False,False,True,True,1.3530073125564335,1,0.23655044740598927,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-10,sh603986,0,0,,0,0,114.84,False,False,True,False,0.55658689422685992,1,0.227548074140557,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-10,sh688008,0,0,,0,0,59.332999999999998,False,True,True,False,-0.17238542614050015,1,0.227548074140557,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-10,sz300308,27402.484024840247,0.28879108913891871,,27402.484024840247,20.8337,22.754000000000001,False,False,True,True,1.3571254760466052,1,0.227548074140557,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-10,sz300394,84905.342789598129,0.4836608367205244,,84905.342789598129,10.5764,12.298999999999999,False,False,True,True,2.0966770796017467,1,0.227548074140557,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-10,sz300502,0,0,,0,0,10.760999999999999,False,False,True,True,1.4251437940575502,1,0.227548074140557,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-13,sh603986,0,0,,0,0,115.34,False,False,True,False,0.5979536726058795,1,0.21633666418791231,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-13,sh688008,0,0,,0,0,61.283000000000001,False,False,True,False,0.07286662340187261,1,0.21633666418791231,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-13,sz300308,27402.484024840247,0.28349144911296303,,27402.484024840247,21.072400000000002,23.494,False,False,True,True,1.5791882635379622,1,0.21633666418791231,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-13,sz300394,84905.342789598129,0.50017188669912471,,84905.342789598129,11.3794,13.378,False,False,True,True,2.4746180185332802,1,0.21633666418791231,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-13,sz300502,0,0,,0,0,11.220000000000001,False,False,True,True,1.626157849749746,1,0.21633666418791231,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-14,sh603986,0,0,,0,0,114.15000000000001,False,False,True,True,0.70574103819895218,1,0.22519987862289359,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-14,sh688008,0,0,,0,0,61.232999999999997,False,False,True,False,0.19548984068210001,1,0.22519987862289359,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-14,sz300308,27402.484024840247,0.28760710257896716,,27402.484024840247,21.072400000000002,22.896999999999998,False,False,True,True,1.3318366876850896,1,0.22519987862289359,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-14,sz300394,84905.342789598129,0.48719301879813937,,84905.342789598129,11.3794,12.518000000000001,False,False,True,True,1.9286229635413503,1,0.22519987862289359,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
2023-02-14,sz300502,0,0,,0,0,10.724,False,False,True,True,1.3940066337536106,1,0.22519987862289359,TREND_OPEN|RETAIN_ACTUAL_UNITS|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION
