date,exposure,cash_fraction,warning_cap,held,eligible,mature_held,stop_only,feature_exit,pending,reason
2023-03-03,0.77840400131806131,0.2215959986819388,1,2,3,2,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-06,0.77703434818349837,0.22296565181650158,1,2,2,2,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-07,0.76966915153459703,0.230330848465403,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-03-08,0.77244091379208923,0.22755908620791077,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-03-09,0.77248140382113806,0.22751859617886197,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-03-10,0.77040961839968636,0.22959038160031373,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-03-13,0.77588720655374721,0.22411279344625287,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-03-14,0.76829994500116816,0.23170005499883189,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-03-15,0.75999576286275816,0.24000423713724187,0.5,2,0,2,1,1,True,PORTFOLIO_WARNING|PROTECTIVE_INVENTORY_PENDING
2023-03-16,0,1,0.5,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-03-17,0,1,0.5,0,1,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-03-20,0,1,0.5,0,2,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-03-21,0,1,1,0,3,0,0,0,False,CONFIRMED_RECOVERY|CASH_FUNDED_SUPPORT_RISK
2023-03-22,0.77017102887475553,0.22982897112524439,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-23,0.77847042516745113,0.22152957483254879,1,2,4,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-24,0.77851531464321466,0.22148468535678525,1,2,4,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-27,0.78997988248875095,0.21002011751124899,1,2,4,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-28,0.78608865447463872,0.21391134552536137,1,2,4,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-29,0.7957667221719521,0.20423327782804793,1,2,5,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-30,0.79596986013989468,0.20403013986010524,1,2,5,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-03-31,0.80697042706921296,0.19302957293078693,1,2,5,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-03,0.83457439167202097,0.16542560832797901,1,2,5,1,0,0,True,TREND_OPEN|PROTECTIVE_INVENTORY_PENDING
2023-04-04,0.75831130621009046,0.24168869378990943,1,2,5,1,0,0,True,TREND_OPEN|PROTECTIVE_INVENTORY_PENDING
2023-04-06,0.77181707409412992,0.22818292590587,1,2,5,1,0,0,True,TREND_OPEN|PROTECTIVE_INVENTORY_PENDING
2023-04-07,0.77907158837303003,0.22092841162696997,1,2,5,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-10,0.778388758283167,0.22161124171683302,1,2,5,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-11,0.77861607739797112,0.22138392260202894,1,2,5,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-12,0.7772281655570239,0.22277183444297616,1,2,5,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-13,0.76526176715971939,0.2347382328402807,1,2,1,1,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-04-14,0.77760080313917346,0.22239919686082654,1,2,3,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-17,0.77069877150011523,0.2293012284998848,1,2,2,1,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-04-18,0.7951258862754399,0.20487411372456019,1,2,2,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-19,0.78964821021622789,0.21035178978377211,1,2,2,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-20,0.80284950537450628,0.19715049462549381,1,2,4,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-21,0.78708737613493629,0.21291262386506368,1,2,2,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-24,0.79370668544998746,0.20629331455001262,1,2,3,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-04-25,0.78200068485010776,0.21799931514989224,1,2,1,1,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-04-26,0.7765593193423177,0.22344068065768233,1,2,1,1,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-04-27,0.75632849783794087,0.24367150216205916,0,2,1,1,1,0,True,PORTFOLIO_DRAWDOWN_SHOCK|PROTECTIVE_INVENTORY_PENDING
2023-04-28,0,1,0,0,1,0,0,0,False,RECOVERY_WAIT
2023-05-04,0,1,0,0,1,0,0,0,False,RECOVERY_WAIT
2023-05-05,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-08,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-09,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-10,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-11,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-12,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-15,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-16,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-17,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-05-18,0,1,0,0,2,0,0,0,False,RECOVERY_WAIT
2023-05-19,0,1,0.5,0,1,0,0,0,False,CONFIRMED_RECOVERY|CASH_FUNDED_SUPPORT_RISK
2023-05-22,0.10088279554206953,0.89911720445793042,0.5,1,1,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-05-23,0.098056292014879254,0.90194370798512069,0.5,1,1,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-05-24,0.098551809337543539,0.90144819066245641,1,1,1,0,0,0,False,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS
2023-05-25,0.10431553434138009,0.89568446565861992,1,1,1,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-05-26,0.10251386181171059,0.89748613818828937,1,1,2,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-05-29,0.107236676951474,0.89276332304852601,1,1,2,0,0,0,False,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK
2023-05-30,0.4289380828279874,0.57106191717201249,1,1,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-05-31,0.42544039818257295,0.57455960181742705,1,1,3,0,0,0,False,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK
2023-06-01,0.43749561756515043,0.56250438243484957,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-02,0.43418673356833004,0.56581326643166996,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-05,0.44449291781734718,0.55550708218265288,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-06,0.436438120939105,0.56356187906089494,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-07,0.43833008490707553,0.56166991509292441,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-08,0.43479943653762176,0.56520056346237835,1,2,1,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-06-09,0.4541297927073778,0.54587020729262226,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-12,0.46801926757184609,0.53198073242815402,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-13,0.46848141418218514,0.53151858581781486,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-14,0.48546303137214453,0.51453696862785547,1,2,3,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-15,0.49499670608968427,0.50500329391031584,1,2,3,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-16,0.53010028994611935,0.4698997100538807,1,2,3,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-19,0.53876888066153183,0.46123111933846817,1,2,3,2,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-20,0.55355601410222377,0.44644398589777623,1,2,3,2,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-21,0.53782855944043606,0.462171440559564,1,2,3,2,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-06-26,0.51829764817024804,0.48170235182975185,1,2,2,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-06-27,0.51684228535870502,0.48315771464129498,1,2,1,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-06-28,0.5076685055849488,0.49233149441505125,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-06-29,0.51835122353266327,0.48164877646733667,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-06-30,0.51768508058097829,0.4823149194190216,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-07-03,0.5150858447618889,0.4849141552381111,1,2,0,2,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-07-04,0.5158868810120345,0.4841131189879655,1,2,0,2,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-07-05,0.50241340665605116,0.49758659334394889,1,2,0,2,1,0,True,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING
2023-07-06,0.013157270498183443,0.98684272950181662,1,1,0,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-07-07,0.012847617310639783,0.98715238268936023,1,1,0,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-07-10,0.012859962278942816,0.98714003772105707,1,1,1,1,0,0,False,MARKET_WEAK_WARNING|CASH_FUNDED_SUPPORT_RISK
2023-07-11,0.54498504256304436,0.45501495743695558,1,2,2,1,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-07-12,0.53238162789592514,0.46761837210407481,0,2,0,1,0,1,True,CROSS_SECTION_SHOCK|PROTECTIVE_INVENTORY_PENDING
2023-07-13,0,1,0,0,3,0,0,0,False,RECOVERY_WAIT
2023-07-14,0,1,0,0,3,0,0,0,False,RECOVERY_WAIT
2023-07-17,0,1,0.5,0,3,0,0,0,False,CONFIRMED_RECOVERY|CASH_FUNDED_SUPPORT_RISK
2023-07-18,0.38038572279096389,0.61961427720903617,0.5,2,3,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-07-19,0.37748236132251189,0.62251763867748811,0.5,2,3,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-07-20,0.36132257681751678,0.63867742318248322,0.5,2,0,0,0,1,True,RECOVERY_WAIT|PROTECTIVE_INVENTORY_PENDING
2023-07-21,0.21688195838883056,0.78311804161116938,0.5,1,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-07-24,0.21482954184909336,0.78517045815090658,0.5,1,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-07-25,0.21784319683566974,0.78215680316433023,0.5,1,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-07-26,0.21616330379508097,0.78383669620491903,0.5,1,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-07-27,0.21410711364354293,0.78589288635645704,0.25,1,0,0,0,0,False,BROAD_TREND_BREAKDOWN|PROTECTIVE_INVENTORY_PENDING
2023-07-28,0.21986474874462153,0.78013525125537841,0.25,1,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-07-31,0.22069767794807502,0.77930232205192507,0.25,1,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-01,0.22013753968947283,0.77986246031052708,0.25,1,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-02,0.21948555568250508,0.78051444431749484,0.25,1,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-03,0.21968278206716502,0.78031721793283493,0.25,1,1,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-04,0.20852921945242586,0.79147078054757425,0.25,1,0,0,0,1,True,RECOVERY_WAIT|PROTECTIVE_INVENTORY_PENDING
2023-08-07,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-08,0,1,0.5,0,0,0,0,0,False,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS
2023-08-09,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|PROTECTIVE_INVENTORY_PENDING
2023-08-10,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-11,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-14,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-15,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-16,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-17,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-18,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-21,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-22,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-23,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-24,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-25,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-28,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-08-29,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-30,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-08-31,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-01,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-04,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-05,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-06,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-07,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-08,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-11,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-12,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-13,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-14,0,1,0.25,0,0,0,0,0,False,BROAD_TREND_BREAKDOWN|RETAIN_ACTUAL_UNITS
2023-09-15,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-18,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-19,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-20,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-21,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-22,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-25,0,1,0.25,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-26,0,1,0.5,0,0,0,0,0,False,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS
2023-09-27,0,1,0.5,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-09-28,0,1,0.5,0,0,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-10-09,0,1,1,0,0,0,0,0,False,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS
2023-10-10,0,1,1,0,1,0,0,0,False,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK
2023-10-11,0.26632390335807099,0.73367609664192901,1,1,1,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-10-12,0.2583919622380379,0.74160803776196205,1,1,0,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-10-13,0.25323131415140382,0.74676868584859613,1,1,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-10-16,0.25643854367506735,0.74356145632493265,1,1,0,0,0,1,True,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING
2023-10-17,0,1,1,0,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-10-18,0,1,1,0,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-10-19,0,1,1,0,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-10-20,0,1,0,0,0,0,0,0,False,ACCUMULATED_MARKET_SHOCK|PROTECTIVE_INVENTORY_PENDING
2023-10-23,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-10-24,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-10-25,0,1,0,0,0,0,0,0,False,CROSS_SECTION_SHOCK
2023-10-26,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-10-27,0,1,0,0,0,0,0,0,False,RECOVERY_WAIT
2023-10-30,0,1,0,0,1,0,0,0,False,RECOVERY_WAIT
2023-10-31,0,1,0,0,1,0,0,0,False,RECOVERY_WAIT
2023-11-01,0,1,0,0,1,0,0,0,False,RECOVERY_WAIT
2023-11-02,0,1,0,0,1,0,0,0,False,RECOVERY_WAIT
2023-11-03,0,1,0,0,2,0,0,0,False,RECOVERY_WAIT
2023-11-06,0,1,0,0,2,0,0,0,False,RECOVERY_WAIT
2023-11-07,0,1,0.5,0,2,0,0,0,False,CONFIRMED_RECOVERY|CASH_FUNDED_SUPPORT_RISK
2023-11-08,0.4664313165054112,0.53356868349458875,0.5,2,2,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-11-09,0.46309999545363917,0.53690000454636078,0.5,2,1,0,0,0,False,RECOVERY_WAIT|RETAIN_ACTUAL_UNITS
2023-11-10,0.46252880293696574,0.53747119706303426,1,2,1,0,0,0,False,CONFIRMED_RECOVERY|RETAIN_ACTUAL_UNITS
2023-11-13,0.4654888366274002,0.53451116337259985,1,2,1,0,0,0,False,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK
2023-11-14,0.75043608404372364,0.24956391595627642,1,2,1,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-11-15,0.75411856670519228,0.2458814332948078,1,2,1,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-11-16,0.75206676323710675,0.24793323676289322,1,2,2,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-11-17,0.75292142899383341,0.24707857100616656,1,2,3,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-11-20,0.74581504425339262,0.25418495574660743,1,2,2,0,0,1,True,TREND_OPEN|PROTECTIVE_INVENTORY_PENDING
2023-11-21,0.54065012649265121,0.45934987350734885,1,1,2,0,0,0,False,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK
2023-11-22,0.8414096366132916,0.15859036338670843,1,2,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-11-23,0.84177987108727736,0.15822012891272266,1,2,1,0,0,1,True,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING
2023-11-24,0.54360148444547052,0.45639851555452943,1,1,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-11-27,0.54461130112289347,0.45538869887710659,1,1,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-11-28,0.5440849984103352,0.45591500158966486,1,1,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-11-29,0.54518009288416425,0.45481990711583575,1,1,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-11-30,0.54937971456083068,0.45062028543916943,1,1,0,0,0,0,False,MARKET_WEAK_WARNING|RETAIN_ACTUAL_UNITS
2023-12-01,0.55409130883447277,0.44590869116552728,1,1,1,0,0,0,False,TREND_OPEN|CASH_FUNDED_SUPPORT_RISK
2023-12-04,0.79495532720265372,0.20504467279734637,1,2,1,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-12-05,0.79052951196065835,0.20947048803934168,1,2,0,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
2023-12-06,0.79132426737156436,0.20867573262843558,1,2,2,0,0,0,False,TREND_OPEN|RETAIN_ACTUAL_UNITS
